fips,long_name,county_name,state_abbr,state_name,region_name,division_name,division_name_recs,climate_zone,ba_climate_zone,iso_zone,custom_region,ahs_region,weather_file_2012,weather_file_2015,weather_file_2016,weather_file_2017,weather_file_2018,weather_file_2019,weather_file_TMY3,original_FIP,region,division,state,county,cz_number,acs_count,acs_vac_count,sample_count,acs_occupied_count
G42047,"PA, Elk County",Elk County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Bradford.Rgnl.725266_2012.epw,USA_PA_Bradford.Rgnl.725266_2015.epw,USA_PA_Bradford.Rgnl.725266_2016.epw,USA_PA_Bradford.Rgnl.725266_2017.epw,USA_PA_Bradford.Rgnl.725266_2018.epw,USA_PA_Bradford.Rgnl.725266_2019.epw,Bradford_Regional_Ap,G4200470,1.0,2.0,42.0,47.0,6.0,17536.0,4174.0,1.0,13362.0
G42049,"PA, Erie County",Erie County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Erie.Intl.Airport.725260_2012.epw,USA_PA_Erie.Intl.Airport.725260_2015.epw,USA_PA_Erie.Intl.Airport.725260_2016.epw,USA_PA_Erie.Intl.Airport.725260_2017.epw,USA_PA_Erie.Intl.Airport.725260_2018.epw,USA_PA_Erie.Intl.Airport.725260_2019.epw,Erie_International_Ap,G4200490,1.0,2.0,42.0,49.0,5.0,119931.0,9884.0,1.0,110047.0
G42051,"PA, Fayette County",Fayette County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_WV_Morgantown.Muni.Wal.724176_2012.epw,USA_WV_Morgantown.Muni.Wal.724176_2015.epw,USA_WV_Morgantown.Muni.Wal.724176_2016.epw,USA_WV_Morgantown.Muni.Wal.724176_2017.epw,USA_WV_Morgantown.Muni.Wal.724176_2018.epw,USA_WV_Morgantown.Muni.Wal.724176_2019.epw,Morgantown_Hart_Field,G4200510,1.0,2.0,42.0,51.0,5.0,62798.0,9144.0,1.0,53654.0
G42053,"PA, Forest County",Forest County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Du.Bois.Jefferson.C.725125_2012.epw,USA_PA_Du.Bois.Jefferson.C.725125_2015.epw,USA_PA_Du.Bois.Jefferson.C.725125_2016.epw,USA_PA_Du.Bois.Jefferson.C.725125_2017.epw,USA_PA_Du.Bois.Jefferson.C.725125_2018.epw,USA_PA_Du.Bois.Jefferson.C.725125_2019.epw,Dubois_Faa_Ap,G4200530,1.0,2.0,42.0,53.0,5.0,8473.0,6657.0,1.0,1816.0
G42055,"PA, Franklin County",Franklin County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_MD_Hagerstown.Rgnl.Ric.724066_2012.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2015.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2016.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2017.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2018.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2019.epw,Hagerstown_Rgnl_Ric,G4200550,1.0,2.0,42.0,55.0,5.0,64178.0,4786.0,1.0,59392.0
G42057,"PA, Fulton County",Fulton County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_MD_Hagerstown.Rgnl.Ric.724066_2012.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2015.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2016.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2017.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2018.epw,USA_MD_Hagerstown.Rgnl.Ric.724066_2019.epw,Hagerstown_Rgnl_Ric,G4200570,1.0,2.0,42.0,57.0,5.0,7112.0,1123.0,1.0,5989.0
G42059,"PA, Greene County",Greene County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_WV_Morgantown.Muni.Wal.724176_2012.epw,USA_WV_Morgantown.Muni.Wal.724176_2015.epw,USA_WV_Morgantown.Muni.Wal.724176_2016.epw,USA_WV_Morgantown.Muni.Wal.724176_2017.epw,USA_WV_Morgantown.Muni.Wal.724176_2018.epw,USA_WV_Morgantown.Muni.Wal.724176_2019.epw,Morgantown_Hart_Field,G4200590,1.0,2.0,42.0,59.0,5.0,16469.0,2069.0,1.0,14400.0
G42061,"PA, Huntingdon County",Huntingdon County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Altoona.Blair.Co.725126_2012.epw,USA_PA_Altoona.Blair.Co.725126_2015.epw,USA_PA_Altoona.Blair.Co.725126_2016.epw,USA_PA_Altoona.Blair.Co.725126_2017.epw,USA_PA_Altoona.Blair.Co.725126_2018.epw,USA_PA_Altoona.Blair.Co.725126_2019.epw,State_College_Penn_State_Su,G4200610,1.0,2.0,42.0,61.0,5.0,22391.0,5416.0,1.0,16975.0
G42063,"PA, Indiana County",Indiana County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Indiana.Co.725175_2012.epw,USA_PA_Indiana.Co.725175_2015.epw,USA_PA_Indiana.Co.725175_2016.epw,USA_PA_Indiana.Co.725175_2017.epw,USA_PA_Indiana.Co.725175_2018.epw,USA_PA_Indiana.Co.725175_2019.epw,Johnstown_Cambria_County_Ap,G4200630,1.0,2.0,42.0,63.0,5.0,38450.0,4391.0,1.0,34059.0
G42065,"PA, Jefferson County",Jefferson County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Du.Bois.Jefferson.C.725125_2012.epw,USA_PA_Du.Bois.Jefferson.C.725125_2015.epw,USA_PA_Du.Bois.Jefferson.C.725125_2016.epw,USA_PA_Du.Bois.Jefferson.C.725125_2017.epw,USA_PA_Du.Bois.Jefferson.C.725125_2018.epw,USA_PA_Du.Bois.Jefferson.C.725125_2019.epw,Dubois_Faa_Ap,G4200650,1.0,2.0,42.0,65.0,5.0,22392.0,4032.0,1.0,18360.0
G42067,"PA, Juniata County",Juniata County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_University.Park.725128_2012.epw,USA_PA_University.Park.725128_2015.epw,USA_PA_University.Park.725128_2016.epw,USA_PA_Harrisburg.Intl.725115_2017.epw,USA_PA_University.Park.725128_2018.epw,USA_PA_University.Park.725128_2019.epw,State_College_Penn_State_Su,G4200670,1.0,2.0,42.0,67.0,5.0,10987.0,1661.0,1.0,9326.0
G42069,"PA, Lackawanna County",Lackawanna County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Wilkes.Barre.Scrant.725130_2012.epw,USA_PA_Wilkes.Barre.Scrant.725130_2015.epw,USA_PA_Wilkes.Barre.Scrant.725130_2016.epw,USA_PA_Wilkes.Barre.Scrant.725130_2017.epw,USA_PA_Wilkes.Barre.Scrant.725130_2018.epw,USA_PA_Wilkes.Barre.Scrant.725130_2019.epw,Wilkes_Barre_Scranton_Intl_Ap,G4200690,1.0,2.0,42.0,69.0,5.0,97449.0,12275.0,1.0,85174.0
G42071,"PA, Lancaster County",Lancaster County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Lancaster.725116_2012.epw,USA_PA_Lancaster.725116_2015.epw,USA_PA_Lancaster.725116_2016.epw,USA_PA_Lancaster.725116_2017.epw,USA_PA_Lancaster.725116_2018.epw,USA_PA_Lancaster.725116_2019.epw,Lancaster,G4200710,1.0,2.0,42.0,71.0,5.0,206308.0,10137.0,1.0,196171.0
G42073,"PA, Lawrence County",Lawrence County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_OH_Youngstown.Muni.725250_2012.epw,USA_OH_Youngstown.Muni.725250_2015.epw,USA_OH_Youngstown.Muni.725250_2016.epw,USA_OH_Youngstown.Muni.725250_2017.epw,USA_OH_Youngstown.Muni.725250_2018.epw,USA_OH_Youngstown.Muni.725250_2019.epw,Youngstown_Regional_Airport,G4200730,1.0,2.0,42.0,73.0,5.0,40723.0,4421.0,1.0,36302.0
G42075,"PA, Lebanon County",Lebanon County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Lancaster.725116_2012.epw,USA_PA_Lancaster.725116_2015.epw,USA_PA_Lancaster.725116_2016.epw,USA_PA_Lancaster.725116_2017.epw,USA_PA_Lancaster.725116_2018.epw,USA_PA_Lancaster.725116_2019.epw,Lancaster,G4200750,1.0,2.0,42.0,75.0,5.0,56176.0,3929.0,1.0,52247.0
G42077,"PA, Lehigh County",Lehigh County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Allentown.A.Bethle.725170_2012.epw,USA_PA_Allentown.A.Bethle.725170_2015.epw,USA_PA_Allentown.A.Bethle.725170_2016.epw,USA_PA_Allentown.A.Bethle.725170_2017.epw,USA_PA_Allentown.A.Bethle.725170_2018.epw,USA_PA_Allentown.A.Bethle.725170_2019.epw,Allentown_Lehigh_Valley_Intl,G4200770,1.0,2.0,42.0,77.0,5.0,143538.0,8175.0,1.0,135363.0
G42079,"PA, Luzerne County",Luzerne County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Wilkes.Barre.Scrant.725130_2012.epw,USA_PA_Wilkes.Barre.Scrant.725130_2015.epw,USA_PA_Wilkes.Barre.Scrant.725130_2016.epw,USA_PA_Wilkes.Barre.Scrant.725130_2017.epw,USA_PA_Wilkes.Barre.Scrant.725130_2018.epw,USA_PA_Wilkes.Barre.Scrant.725130_2019.epw,Wilkes_Barre_Scranton_Intl_Ap,G4200790,1.0,2.0,42.0,79.0,5.0,148154.0,20640.0,1.0,127514.0
G42081,"PA, Lycoming County",Lycoming County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4200810,1.0,2.0,42.0,81.0,5.0,52644.0,7057.0,1.0,45587.0
G42083,"PA, McKean County",McKean County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Bradford.Rgnl.725266_2012.epw,USA_PA_Bradford.Rgnl.725266_2015.epw,USA_PA_Bradford.Rgnl.725266_2016.epw,USA_PA_Bradford.Rgnl.725266_2017.epw,USA_PA_Bradford.Rgnl.725266_2018.epw,USA_PA_Bradford.Rgnl.725266_2019.epw,Bradford_Regional_Ap,G4200830,1.0,2.0,42.0,83.0,6.0,21021.0,3762.0,1.0,17259.0
G42085,"PA, Mercer County",Mercer County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_OH_Youngstown.Muni.725250_2012.epw,USA_OH_Youngstown.Muni.725250_2015.epw,USA_OH_Youngstown.Muni.725250_2016.epw,USA_OH_Youngstown.Muni.725250_2017.epw,USA_OH_Youngstown.Muni.725250_2018.epw,USA_OH_Youngstown.Muni.725250_2019.epw,Youngstown_Regional_Airport,G4200850,1.0,2.0,42.0,85.0,5.0,51604.0,6254.0,1.0,45350.0
G42087,"PA, Mifflin County",Mifflin County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_University.Park.725128_2012.epw,USA_PA_University.Park.725128_2015.epw,USA_PA_University.Park.725128_2016.epw,USA_PA_Altoona.Blair.Co.725126_2017.epw,USA_PA_University.Park.725128_2018.epw,USA_PA_University.Park.725128_2019.epw,State_College_Penn_State_Su,G4200870,1.0,2.0,42.0,87.0,5.0,21537.0,2842.0,1.0,18695.0
G42089,"PA, Monroe County",Monroe County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Pocono.Mountains.Mun.725434_2012.epw,USA_PA_Pocono.Mountains.Mun.725434_2015.epw,USA_PA_Pocono.Mountains.Mun.725434_2016.epw,USA_PA_Pocono.Mountains.Mun.725434_2017.epw,USA_PA_Pocono.Mountains.Mun.725434_2018.epw,USA_PA_Pocono.Mountains.Mun.725434_2019.epw,Allentown_Lehigh_Valley_Intl,G4200890,1.0,2.0,42.0,89.0,5.0,80675.0,23548.0,1.0,57127.0
G42091,"PA, Montgomery County",Montgomery County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA_PA_Pottstown.Limerick.725109_2012.epw,USA_PA_Pottstown.Limerick.725109_2015.epw,USA_PA_Pottstown.Limerick.725109_2016.epw,USA_PA_Pottstown.Limerick.725109_2017.epw,USA_PA_Pottstown.Limerick.725109_2018.epw,USA_PA_Pottstown.Limerick.725109_2019.epw,Willow_Grove_Nas,G4200910,1.0,2.0,42.0,91.0,4.0,327785.0,17901.0,1.0,309884.0
G42093,"PA, Montour County",Montour County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4200930,1.0,2.0,42.0,93.0,5.0,8048.0,687.0,1.0,7361.0
G42095,"PA, Northampton County",Northampton County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Allentown.A.Bethle.725170_2012.epw,USA_PA_Allentown.A.Bethle.725170_2015.epw,USA_PA_Allentown.A.Bethle.725170_2016.epw,USA_PA_Allentown.A.Bethle.725170_2017.epw,USA_PA_Allentown.A.Bethle.725170_2018.epw,USA_PA_Allentown.A.Bethle.725170_2019.epw,Allentown_Lehigh_Valley_Intl,G4200950,1.0,2.0,42.0,95.0,5.0,121207.0,8388.0,1.0,112819.0
G42097,"PA, Northumberland County",Northumberland County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4200970,1.0,2.0,42.0,97.0,5.0,44930.0,5738.0,1.0,39192.0
G42099,"PA, Perry County",Perry County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Harrisburg.Capital.725118_2012.epw,USA_PA_Harrisburg.Capital.725118_2015.epw,USA_PA_Harrisburg.Capital.725118_2016.epw,USA_PA_Harrisburg.Capital.725118_2017.epw,USA_PA_Harrisburg.Capital.725118_2018.epw,USA_PA_Harrisburg.Capital.725118_2019.epw,Harrisburg_Capital_City_Arpt,G4200990,1.0,2.0,42.0,99.0,5.0,20486.0,2603.0,1.0,17883.0
G42101,"PA, Philadelphia County",Philadelphia County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA_PA_Northeast.Philadelph.724085_2012.epw,USA_PA_Northeast.Philadelph.724085_2015.epw,USA_PA_Northeast.Philadelph.724085_2016.epw,USA_PA_Northeast.Philadelph.724085_2017.epw,USA_PA_Northeast.Philadelph.724085_2018.epw,USA_PA_Northeast.Philadelph.724085_2019.epw,Philadelphia_Ne_Philadelphia,G4201010,1.0,2.0,42.0,101.0,4.0,671125.0,88531.0,1.0,582594.0
G42103,"PA, Pike County",Pike County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,"CBSA New York-Newark-Jersey City, NY-NJ-PA",USA_PA_Pocono.Mountains.Mun.725434_2012.epw,USA_PA_Pocono.Mountains.Mun.725434_2015.epw,USA_PA_Pocono.Mountains.Mun.725434_2016.epw,USA_PA_Pocono.Mountains.Mun.725434_2017.epw,USA_PA_Pocono.Mountains.Mun.725434_2018.epw,USA_PA_Pocono.Mountains.Mun.725434_2019.epw,Wilkes_Barre_Scranton_Intl_Ap,G4201030,1.0,2.0,42.0,103.0,5.0,38506.0,17371.0,1.0,21135.0
G42105,"PA, Potter County",Potter County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_NY_Wellsville.Muni.725157_2012.epw,USA_NY_Wellsville.Muni.725157_2015.epw,USA_NY_Wellsville.Muni.725157_2016.epw,USA_NY_Wellsville.Muni.725157_2017.epw,USA_NY_Wellsville.Muni.725157_2018.epw,USA_NY_Wellsville.Muni.725157_2019.epw,Bradford_Regional_Ap,G4201050,1.0,2.0,42.0,105.0,6.0,12832.0,6209.0,1.0,6623.0
G42107,"PA, Schuylkill County",Schuylkill County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Reading.Rgnl.Carl.725103_2012.epw,USA_PA_Reading.Rgnl.Carl.725103_2015.epw,USA_PA_Reading.Rgnl.Carl.725103_2016.epw,USA_PA_Reading.Rgnl.Carl.725103_2017.epw,USA_PA_Reading.Rgnl.Carl.725103_2018.epw,USA_PA_Reading.Rgnl.Carl.725103_2019.epw,Reading_Spaatz_Field,G4201070,1.0,2.0,42.0,107.0,5.0,68954.0,10613.0,1.0,58341.0
G42109,"PA, Snyder County",Snyder County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4201090,1.0,2.0,42.0,109.0,5.0,16141.0,1613.0,1.0,14528.0
G42111,"PA, Somerset County",Somerset County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_John.Murtha.Johnsto.725127_2012.epw,USA_PA_John.Murtha.Johnsto.725127_2015.epw,USA_PA_John.Murtha.Johnsto.725127_2016.epw,USA_PA_John.Murtha.Johnsto.725127_2017.epw,USA_PA_John.Murtha.Johnsto.725127_2018.epw,USA_PA_John.Murtha.Johnsto.725127_2019.epw,Johnstown_Cambria_County_Ap,G4201110,1.0,2.0,42.0,111.0,5.0,37953.0,8323.0,1.0,29630.0
G42113,"PA, Sullivan County",Sullivan County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4201130,1.0,2.0,42.0,113.0,5.0,6297.0,3650.0,1.0,2647.0
G42115,"PA, Susquehanna County",Susquehanna County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_NY_Binghamton.Broome.C.725150_2012.epw,USA_NY_Binghamton.Broome.C.725150_2015.epw,USA_NY_Binghamton.Broome.C.725150_2016.epw,USA_NY_Binghamton.Broome.C.725150_2017.epw,USA_NY_Binghamton.Broome.C.725150_2018.epw,USA_NY_Binghamton.Broome.C.725150_2019.epw,Binghamton_Edwin_A_Link_Field,G4201150,1.0,2.0,42.0,115.0,6.0,23001.0,5633.0,1.0,17368.0
G42117,"PA, Tioga County",Tioga County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_NY_Elmira.Corning.Rgnl.725156_2012.epw,USA_NY_Elmira.Corning.Rgnl.725156_2015.epw,USA_NY_Elmira.Corning.Rgnl.725156_2016.epw,USA_NY_Elmira.Corning.Rgnl.725156_2017.epw,USA_NY_Elmira.Corning.Rgnl.725156_2018.epw,USA_NY_Elmira.Corning.Rgnl.725156_2019.epw,Elmira_Corning_Regional_Ap,G4201170,1.0,2.0,42.0,117.0,6.0,21447.0,5107.0,1.0,16340.0
G42119,"PA, Union County",Union County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Williamsport.Lycomi.725140_2012.epw,USA_PA_Williamsport.Lycomi.725140_2015.epw,USA_PA_Williamsport.Lycomi.725140_2016.epw,USA_PA_Williamsport.Lycomi.725140_2017.epw,USA_PA_Williamsport.Lycomi.725140_2018.epw,USA_PA_Williamsport.Lycomi.725140_2019.epw,Williamsport_Regional_Ap,G4201190,1.0,2.0,42.0,119.0,5.0,17089.0,2440.0,1.0,14649.0
G42121,"PA, Venango County",Venango County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Venango.Rgnl.725267_2012.epw,USA_PA_Venango.Rgnl.725267_2015.epw,USA_PA_Venango.Rgnl.725267_2016.epw,USA_PA_Venango.Rgnl.725267_2017.epw,USA_PA_Venango.Rgnl.725267_2018.epw,USA_PA_Venango.Rgnl.725267_2019.epw,Franklin,G4201210,1.0,2.0,42.0,121.0,5.0,27300.0,5338.0,1.0,21962.0
G42123,"PA, Warren County",Warren County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_NY_Chatauqua.Co.Jamesto.725235_2012.epw,USA_NY_Chatauqua.Co.Jamesto.725235_2015.epw,USA_NY_Chatauqua.Co.Jamesto.725235_2016.epw,USA_NY_Dunkirk.994250_2017.epw,USA_NY_Dunkirk.994250_2018.epw,USA_NY_Dunkirk.994250_2019.epw,Jamestown_Awos,G4201230,1.0,2.0,42.0,123.0,5.0,23357.0,6453.0,1.0,16904.0
G42125,"PA, Washington County",Washington County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Washington.Co.725117_2012.epw,USA_PA_Allegheny.Co.725205_2015.epw,USA_PA_Washington.Co.725117_2016.epw,USA_PA_Washington.Co.725117_2017.epw,USA_PA_Washington.Co.725117_2018.epw,USA_PA_Washington.Co.725117_2019.epw,Washington_Awos,G4201250,1.0,2.0,42.0,125.0,5.0,93897.0,10152.0,1.0,83745.0
G42127,"PA, Wayne County",Wayne County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,6A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Pocono.Mountains.Mun.725434_2012.epw,USA_PA_Pocono.Mountains.Mun.725434_2015.epw,USA_PA_Pocono.Mountains.Mun.725434_2016.epw,USA_PA_Pocono.Mountains.Mun.725434_2017.epw,USA_PA_Pocono.Mountains.Mun.725434_2018.epw,USA_PA_Pocono.Mountains.Mun.725434_2019.epw,Wilkes_Barre_Scranton_Intl_Ap,G4201270,1.0,2.0,42.0,127.0,6.0,31874.0,12701.0,1.0,19173.0
G42129,"PA, Westmoreland County",Westmoreland County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Allegheny.Co.725205_2012.epw,USA_PA_Allegheny.Co.725205_2015.epw,USA_PA_Allegheny.Co.725205_2016.epw,USA_PA_Allegheny.Co.725205_2017.epw,USA_PA_Allegheny.Co.725205_2018.epw,USA_PA_Allegheny.Co.725205_2019.epw,Pittsburgh_Allegheny_Co_Ap,G4201290,1.0,2.0,42.0,129.0,5.0,168225.0,17528.0,1.0,150697.0
G42131,"PA, Wyoming County",Wyoming County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Wilkes.Barre.Scrant.725130_2012.epw,USA_PA_Wilkes.Barre.Scrant.725130_2015.epw,USA_PA_Wilkes.Barre.Scrant.725130_2016.epw,USA_PA_Wilkes.Barre.Scrant.725130_2017.epw,USA_PA_Wilkes.Barre.Scrant.725130_2018.epw,USA_PA_Wilkes.Barre.Scrant.725130_2019.epw,Wilkes_Barre_Scranton_Intl_Ap,G4201310,1.0,2.0,42.0,131.0,5.0,13326.0,2525.0,1.0,10801.0
G42133,"PA, York County",York County,PA,Pennsylvania,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,Non-CBSA Middle Atlantic,USA_PA_Harrisburg.Capital.725118_2012.epw,USA_PA_Harrisburg.Capital.725118_2015.epw,USA_PA_Harrisburg.Capital.725118_2016.epw,USA_PA_Harrisburg.Capital.725118_2017.epw,USA_PA_Harrisburg.Capital.725118_2018.epw,USA_PA_Harrisburg.Capital.725118_2019.epw,Harrisburg_Capital_City_Arpt,G4201330,1.0,2.0,42.0,133.0,4.0,180618.0,12610.0,1.0,168008.0
G44001,"RI, Bristol County",Bristol County,RI,Rhode Island,Northeast,New England,New England,5A,Cold,NEISO,CR03,Non-CBSA New England,USA_RI_Providence.Green.St.725070_2012.epw,USA_RI_Providence.Green.St.725070_2015.epw,USA_RI_Providence.Green.St.725070_2016.epw,USA_RI_Providence.Green.St.725070_2017.epw,USA_RI_Providence.Green.St.725070_2018.epw,USA_RI_Providence.Green.St.725070_2019.epw,Providence_T_F_Green_State_Ar,G4400010,1.0,1.0,44.0,1.0,5.0,20786.0,1487.0,1.0,19299.0
